district,climate_zone,experience_level,budget_level,farming_setup,soil_type,season,crop_type_preference,water_access,recommendation_1,recommendation_1_score,recommendation_2,recommendation_2_score,recommendation_3,recommendation_3_score,success_probability,estimated_roi,profitability_score,space_required_sqm,growth_duration_days,difficulty_level,market_demand,market_price_per_kg,water_requirement,market_conditions,alternative_crops
Ella,hill_country,Beginner,Low,Backyard,Red_Earth,Maha,Herbs,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.819,124.4,76,3.9,292,2,10,482,Medium,1.16,"Lemon, Green Beans, Curry Leaves"
Kalmunai,wet_zone,Intermediate,Medium,Rooftop,Red_Earth,Maha,Herbs,Yes,Chili,68,Aloe Vera,66.2,Mint,63,0.661,51.9,72,1.3,70,2,6,452,Medium,1.15,"Capsicum, Spinach, Curry Leaves"
Matale,hill_country,Advanced,Medium,Small_Plot,Loamy,Maha,Vegetables,Yes,Saffron,100,Black Pepper,100,Cardamom,100,0.736,213.8,95,2,155,5,10,57491,Medium,1.05,"Avocado, Turmeric, Dragon Fruit"
Vavuniya,northern,Beginner,Medium,Small_Plot,Red_Earth,Maha,Herbs,No,Moringa,70.7,Turmeric,64.6,Lime,56.1,0.496,146.4,68,6.9,94,2,7,257,Low,0.86,"Lemon, Baby Corn, Wood Apple"
Negombo,coastal,Beginner,High,Small_Plot,Alluvial,Yala,Leafy_Greens,Yes,Turmeric,86.9,Moringa,85.7,Lime,83.2,0.771,134.2,76,3,261,2,10,342,Medium,0.98,"Lemon, Papaya, Banana"
Ampara,wet_zone,Advanced,Low,Rooftop,Alluvial,Maha,Ayurvedic_Plants,No,Aloe Vera,72.8,Curry Leaves,62.4,Chili,61.2,0.566,209.4,70,2.7,118,1,6,439,Low,0.82,"Capsicum, Mint, Basil"
Matara,coastal,Intermediate,Low,Container,Sandy,Yala,Ayurvedic_Plants,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.729,77.7,70,1.1,83,1,10,452,Low,1.04,"Okra, Bell Pepper, Cherry Tomato"
Anuradhapura,dry_zone,Beginner,Low,Backyard,Clay,Maha,Fruits,No,Aloe Vera,97,Moringa,94.2,Curry Leaves,83.2,0.908,102,70,2.2,113,1,10,375,Low,1.13,"Chili, Eggplant, Okra"
Polonnaruwa,dry_zone,Intermediate,Medium,Backyard,Clay,Yala,Ayurvedic_Plants,No,Aloe Vera,100,Ashwagandha,97,Moringa,94.2,0.751,172.7,70,2.6,117,1,10,391,Low,0.8,"Chili, Curry Leaves, Okra"
Ampara,wet_zone,Advanced,Medium,Backyard,Red_Earth,Maha,Herbs,No,Black Pepper,93.1,Avocado,93,Passion Fruit,88.5,0.772,184.5,88,8,294,4,10,2518,High,1.03,"Turmeric, Lime, Aloe Vera"
Badulla,hill_country,Intermediate,Medium,Rooftop,Laterite,Yala,Vegetables,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.561,134.5,62,2.8,64,2,10,317,Medium,1.09,"Aloe Vera, Basil, Mint"
Colombo,coastal,Intermediate,Low,Rooftop,Alluvial,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,97,Capsicum,78.1,0.95,72.8,72,1.2,60,2,10,392,Medium,1.03,"Curry Leaves, Basil, Mint"
Badulla,hill_country,Beginner,Low,Backyard,Loamy,Yala,Herbs,Yes,Turmeric,100,Ginger,93.2,Lemon,81.9,0.95,132,76,2.9,201,2,10,290,Medium,1.03,"Tomato, Baby Corn, Curry Leaves"
Puttalam,dry_zone,Advanced,Medium,Backyard,Clay,Maha,Fruits,Yes,Black Pepper,99.8,Chili,90.7,Aloe Vera,88.2,0.95,119.6,88,3,339,4,10,2170,High,1.15,"Ashwagandha, Pomegranate, Moringa"
Ella,hill_country,Intermediate,Medium,Backyard,Red_Earth,Yala,Vegetables,Yes,Turmeric,100,Avocado,100,Ginger,93.2,0.742,90.3,76,4.1,253,2,9,450,Medium,0.96,"Lemon, Tomato, Baby Corn"
Gampaha,coastal,Beginner,Low,Container,Laterite,Yala,Fruits,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.775,113.1,70,1.3,120,1,10,447,Low,0.95,"Okra, Bell Pepper, Cherry Tomato"
Trincomalee,coastal,Intermediate,High,Greenhouse,Alluvial,Maha,Cash_Crops,Yes,Tomato,88.7,Cherry Tomato,84.4,Bell Pepper,80.6,0.837,88.1,64,2.8,89,2,9,103,High,0.83,"Cucumber, Capsicum, Basil"
Trincomalee,coastal,Intermediate,High,Small_Plot,Sandy,Maha,Leafy_Greens,Yes,Passion Fruit,100,Moringa,85.7,Avocado,85.2,0.928,135.2,78,6.9,119,3,10,553,Medium,1,"Lime, Lemon, Turmeric"
Colombo,coastal,Beginner,High,Small_Plot,Alluvial,Maha,Cash_Crops,Yes,Moringa,85.7,Lime,83.2,Lemon,81.9,0.848,73.9,68,3.3,109,2,10,457,Low,0.83,"Turmeric, Papaya, Banana"
Nuwara Eliya,hill_country,Intermediate,Low,Rooftop,Red_Earth,Maha,Herbs,No,Curry Leaves,83.2,Aloe Vera,72.8,Capsicum,70.3,0.89,62.2,60,1.7,39,1,10,156,Low,1.13,"Basil, Chili, Coriander"
Anuradhapura,dry_zone,Intermediate,Medium,Small_Plot,Alluvial,Yala,Leafy_Greens,Yes,Ashwagandha,88.2,Pomegranate,85.7,Moringa,85.7,0.93,43.4,70,4.1,175,3,10,1050,Low,0.94,"Turmeric, Avocado, Passion Fruit"
Matale,hill_country,Intermediate,Low,Rooftop,Red_Earth,Maha,Vegetables,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.567,168.8,62,1.5,73,2,10,380,Medium,1.14,"Mint, Chili, Aloe Vera"
Vavuniya,northern,Intermediate,Low,Backyard,Clay,Yala,Herbs,Yes,Chili,99.8,Pomegranate,85.7,Turmeric,79,0.744,225.3,72,2.6,71,2,10,372,Medium,1.16,"Eggplant, Okra, Aloe Vera"
Ampara,wet_zone,Intermediate,Low,Container,Red_Earth,Maha,Cash_Crops,Yes,Ginger,93.2,Tomato,88.7,Brahmi,81.9,0.84,68.3,74,3.8,237,2,10,272,High,0.92,"Cucumber, Green Beans, Mint"
Galle,coastal,Advanced,Low,Container,Laterite,Maha,Cash_Crops,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.819,175.9,72,1.1,68,2,10,491,Medium,0.97,"Cherry Tomato, Eggplant, Bell Pepper"
Kalmunai,wet_zone,Beginner,Low,Container,Red_Earth,Maha,Vegetables,Yes,Ginger,93.2,Tomato,88.7,Cucumber,80.4,0.937,165,74,2.4,240,2,10,357,High,0.9,"Green Beans, Mint, Aloe Vera"
Nuwara Eliya,hill_country,Intermediate,Medium,Small_Plot,Loamy,Maha,Fruits,Yes,Avocado,100,Turmeric,95.8,Broccoli,85.9,0.95,53.8,82,10.3,187,3,10,497,Medium,1,"Lemon, Passion Fruit, Baby Corn"
Galle,coastal,Advanced,Low,Rooftop,Alluvial,Maha,Cash_Crops,Yes,Chili,90.7,Aloe Vera,88.2,Capsicum,78.1,0.661,129.1,72,1.4,84,2,10,409,Medium,1.19,"Curry Leaves, Basil, Mint"
Badulla,hill_country,Intermediate,Medium,Backyard,Red_Earth,Maha,Vegetables,No,Avocado,93,Turmeric,86.2,Curry Leaves,83.2,0.788,51.6,82,11.7,182,3,9,515,Medium,0.94,"Lemon, Aloe Vera, Ashwagandha"
Nuwara Eliya,hill_country,Intermediate,High,Small_Plot,Loamy,Maha,Cash_Crops,No,Avocado,100,Turmeric,94.8,Ashwagandha,80,0.95,45.1,82,9.7,229,3,10,502,Medium,0.81,"Lemon, Passion Fruit, Moringa"
Horana,wet_zone,Beginner,Low,Backyard,Alluvial,Maha,Ayurvedic_Plants,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.95,64.6,76,2.7,262,2,10,412,Medium,1.1,"Lime, Cucumber, Green Beans"
Ratnapura,wet_zone,Beginner,High,Small_Plot,Alluvial,Yala,Ayurvedic_Plants,Yes,Turmeric,100,Lime,83.2,Baby Corn,80.4,0.731,69.7,76,3.4,250,2,10,395,Medium,0.9,"Papaya, Moringa, Banana"
Trincomalee,coastal,Beginner,Low,Container,Sandy,Maha,Herbs,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.932,92.6,70,2.3,84,1,9,594,Low,1.19,"Cherry Tomato, Eggplant, Okra"
Kegalle,hill_country,Intermediate,Medium,Rooftop,Red_Earth,Maha,Herbs,No,Curry Leaves,83.2,Aloe Vera,72.8,Capsicum,70.3,0.821,130.3,60,1.7,37,1,10,170,Low,1.11,"Basil, Chili, Coriander"
Bandarawela,hill_country,Intermediate,Medium,Backyard,Laterite,Yala,Leafy_Greens,Yes,Turmeric,100,Avocado,100,Ginger,93.2,0.794,65.1,76,3.7,208,2,9,293,Medium,0.95,"Lemon, Tomato, Baby Corn"
Gampaha,coastal,Beginner,Low,Rooftop,Laterite,Maha,Vegetables,Yes,Chili,90.7,Aloe Vera,88.2,Capsicum,78.1,0.738,143.4,72,2,87,2,10,328,Medium,0.85,"Curry Leaves, Basil, Mint"
Nuwara Eliya,hill_country,Intermediate,Low,Backyard,Red_Earth,Maha,Vegetables,No,Avocado,93,Turmeric,86.2,Curry Leaves,83.2,0.842,108.1,82,8.7,221,3,9,467,Medium,0.8,"Lemon, Aloe Vera, Ashwagandha"
Kegalle,hill_country,Beginner,Low,Container,Red_Earth,Yala,Fruits,Yes,Ginger,93.2,Bell Pepper,88.7,Cherry Tomato,84.4,0.774,150.6,74,3.4,226,2,10,352,High,1.02,"Tomato, Capsicum, Curry Leaves"
Trincomalee,coastal,Beginner,Medium,Backyard,Sandy,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.95,59.5,72,1.6,84,2,10,334,Medium,0.8,"Lime, Lemon, Tomato"
Hambantota,dry_zone,Beginner,Low,Rooftop,Alluvial,Maha,Ayurvedic_Plants,Yes,Chili,90.7,Aloe Vera,88.2,Curry Leaves,75.6,0.675,58.8,72,1.5,81,2,10,433,Medium,0.93,"Capsicum, Basil, Mint"
Badulla,hill_country,Intermediate,Medium,Backyard,Laterite,Maha,Herbs,No,Avocado,93,Turmeric,86.2,Curry Leaves,83.2,0.797,54,82,10.2,174,3,10,532,Medium,0.9,"Lemon, Aloe Vera, Ashwagandha"
Kandy,hill_country,Intermediate,Medium,Small_Plot,Loamy,Maha,Fruits,Yes,Avocado,100,Turmeric,95.8,Broccoli,85.9,0.819,111.9,82,9.8,189,3,10,750,Medium,1.15,"Lemon, Passion Fruit, Baby Corn"
Kalutara,coastal,Intermediate,High,Greenhouse,Sandy,Maha,Vegetables,Yes,Tomato,88.7,Cherry Tomato,84.4,Bell Pepper,80.6,0.865,79.3,64,1.8,90,2,7,150,High,1.07,"Cucumber, Capsicum, Basil"
Trincomalee,coastal,Advanced,Low,Container,Sandy,Maha,Herbs,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.777,180.3,72,1.7,89,2,10,345,Medium,1.1,"Cherry Tomato, Eggplant, Bell Pepper"
Hatton,hill_country,Intermediate,Medium,Small_Plot,Red_Earth,Maha,Cash_Crops,Yes,Avocado,100,Turmeric,95.8,Broccoli,85.9,0.942,112.8,82,10.4,199,3,10,751,Medium,1.1,"Lemon, Passion Fruit, Baby Corn"
Matale,hill_country,Beginner,Medium,Rooftop,Loamy,Maha,Vegetables,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.563,65.9,62,2.1,64,2,7,280,Medium,1.01,"Chili, Aloe Vera, Mint"
Gampaha,coastal,Advanced,Medium,Container,Alluvial,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Aloe Vera,97,Strawberry,90.7,0.786,43.6,72,2.1,90,2,10,284,Medium,1.07,"Bell Pepper, Cherry Tomato, Tomato"
Gampaha,coastal,Beginner,Low,Container,Sandy,Maha,Cash_Crops,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.855,67.3,72,1.1,84,2,9,529,Medium,1.05,"Cherry Tomato, Eggplant, Bell Pepper"
Kegalle,hill_country,Intermediate,Low,Container,Loamy,Maha,Herbs,No,Curry Leaves,83.2,Cherry Tomato,76,Aloe Vera,72.8,0.653,127.8,60,1.1,36,1,8,159,Low,0.97,"Bell Pepper, Capsicum, Green Beans"
Jaffna,northern,Intermediate,High,Small_Plot,Red_Earth,Yala,Cash_Crops,Yes,Turmeric,86.9,Pomegranate,85.7,Avocado,85.2,0.669,156.6,76,2.5,222,2,7,283,Medium,0.95,"Passion Fruit, Ashwagandha, Moringa"
Kalmunai,wet_zone,Beginner,Low,Container,Clay,Maha,Cash_Crops,Yes,Ginger,93.2,Tomato,88.7,Cucumber,80.4,0.772,92.7,74,3.9,232,2,9,300,High,1.1,"Green Beans, Mint, Aloe Vera"
Kandy,hill_country,Intermediate,Medium,Backyard,Loamy,Yala,Ayurvedic_Plants,Yes,Turmeric,100,Avocado,100,Ginger,93.2,0.95,181.7,76,2.1,201,2,10,365,Medium,0.97,"Lemon, Tomato, Baby Corn"
Kalmunai,wet_zone,Beginner,Medium,Backyard,Clay,Yala,Herbs,No,Turmeric,94.8,Aloe Vera,80,Lime,74.8,0.95,63.2,76,4,223,2,9,433,Medium,1.19,"Baby Corn, Moringa, Chili"
Galle,coastal,Beginner,Medium,Rooftop,Laterite,Maha,Herbs,Yes,Chili,90.7,Aloe Vera,88.2,Capsicum,78.1,0.736,139.3,72,2.8,78,2,10,526,Medium,0.91,"Curry Leaves, Basil, Mint"
Kilinochchi,northern,Beginner,Low,Rooftop,Alluvial,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,72.8,Capsicum,58.6,0.891,47.7,72,2.8,79,2,8,388,Medium,0.98,"Curry Leaves, Basil, Mint"
Mullaitivu,northern,Advanced,Medium,Backyard,Alluvial,Maha,Fruits,No,Chili,81.6,Pomegranate,77.1,Eggplant,74.8,0.667,77.9,72,1.4,64,2,10,545,Medium,0.84,"Okra, Aloe Vera, Ashwagandha"
Trincomalee,coastal,Beginner,Low,Backyard,Alluvial,Yala,Leafy_Greens,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.95,161.6,72,1.2,79,2,8,226,Medium,1.08,"Lime, Lemon, Tomato"
Trincomalee,coastal,Intermediate,Low,Container,Alluvial,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Aloe Vera,97,Bell Pepper,88.7,0.837,57.2,72,1.5,62,2,10,509,Medium,0.91,"Cherry Tomato, Tomato, Capsicum"
Kalmunai,wet_zone,Beginner,Medium,Rooftop,Red_Earth,Yala,Herbs,No,Aloe Vera,80,Chili,67.4,Curry Leaves,62.4,0.869,52.8,70,2.1,85,1,9,457,Low,1.01,"Capsicum, Basil, Mint"
Puttalam,dry_zone,Beginner,High,Greenhouse,Red_Earth,Yala,Ayurvedic_Plants,No,Bell Pepper,59.9,Cherry Tomato,57,Capsicum,52.7,0.502,49.1,64,2.6,84,2,4,193,Medium,1.12,"Basil, Tomato, Cucumber"
Anuradhapura,dry_zone,Intermediate,High,Small_Plot,Clay,Maha,Vegetables,Yes,Ashwagandha,97,Pomegranate,85.7,Moringa,85.7,0.917,47.9,70,4.9,138,3,10,726,Low,0.82,"Avocado, Passion Fruit, Turmeric"
Jaffna,northern,Beginner,Low,Rooftop,Red_Earth,Maha,Cash_Crops,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.95,65.8,72,1.1,78,2,10,284,Medium,0.97,"Curry Leaves, Basil, Mint"
Ella,hill_country,Intermediate,High,Backyard,Loamy,Maha,Herbs,Yes,Avocado,100,Turmeric,100,Ginger,100,0.867,64,82,9.5,249,3,10,840,Medium,1.09,"Tomato, Broccoli, Lemon"
Kandy,hill_country,Advanced,High,Greenhouse,Laterite,Yala,Ayurvedic_Plants,Yes,Saffron,100,Vanilla,100,Cardamom,100,0.857,73,95,2.9,177,5,10,58253,Medium,1.15,"Strawberry, Dragon Fruit, Bell Pepper"
Ampara,wet_zone,Beginner,Medium,Container,Clay,Maha,Cash_Crops,Yes,Ginger,93.2,Tomato,88.7,Cucumber,80.4,0.864,68.8,74,3.6,210,2,8,190,High,0.87,"Green Beans, Chili, Aloe Vera"
Negombo,coastal,Intermediate,Medium,Backyard,Sandy,Maha,Fruits,Yes,Passion Fruit,98.3,Chili,90.7,Tomato,88.7,0.728,62.3,78,5.4,81,3,10,714,Medium,1.07,"Aloe Vera, Moringa, Eggplant"
Hatton,hill_country,Advanced,Low,Rooftop,Red_Earth,Yala,Herbs,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.623,107.2,62,2.6,88,2,8,247,Medium,0.89,"Aloe Vera, Basil, Mint"
Nuwara Eliya,hill_country,Advanced,Medium,Backyard,Laterite,Maha,Leafy_Greens,Yes,Black Pepper,100,Avocado,100,Turmeric,95.8,0.75,198.9,88,7.2,212,4,10,2556,High,0.98,"Ginger, Tomato, Broccoli"
Bandarawela,hill_country,Intermediate,Medium,Backyard,Red_Earth,Maha,Herbs,Yes,Avocado,100,Turmeric,95.8,Ginger,93.2,0.812,209.4,82,14.6,270,3,9,526,Medium,1,"Tomato, Broccoli, Lemon"
Kilinochchi,northern,Advanced,High,Greenhouse,Red_Earth,Yala,Fruits,Yes,Saffron,100,Vanilla,100,Cardamom,100,0.858,195.4,95,1,162,5,10,48620,Medium,0.83,"Dragon Fruit, Strawberry, Bell Pepper"
Matale,hill_country,Beginner,Medium,Rooftop,Loamy,Yala,Cash_Crops,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.716,66.6,62,2,73,2,9,231,Medium,0.91,"Aloe Vera, Basil, Mint"
Negombo,coastal,Beginner,High,Greenhouse,Alluvial,Maha,Cash_Crops,Yes,Tomato,88.7,Cherry Tomato,84.4,Bell Pepper,80.6,0.938,44.1,64,1.2,70,2,10,187,High,1.11,"Cucumber, Capsicum, Basil"
Hambantota,dry_zone,Intermediate,Low,Container,Red_Earth,Maha,Fruits,Yes,Chili,90.7,Aloe Vera,88.2,Eggplant,83.2,0.854,160.5,72,2,68,2,10,277,Medium,1.09,"Curry Leaves, Okra, Tomato"
Kandy,hill_country,Intermediate,Medium,Backyard,Red_Earth,Yala,Cash_Crops,Yes,Turmeric,100,Avocado,100,Ginger,93.2,0.724,179.5,76,4,244,2,10,348,Medium,0.86,"Lemon, Tomato, Baby Corn"
Matale,hill_country,Advanced,Low,Backyard,Laterite,Yala,Cash_Crops,Yes,Black Pepper,100,Turmeric,100,Avocado,100,0.806,88.8,88,6.3,292,4,10,1517,High,0.82,"Ginger, Lemon, Tomato"
Gampaha,coastal,Intermediate,Medium,Container,Sandy,Maha,Cash_Crops,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.747,199.6,72,1.3,73,2,10,314,Medium,1.03,"Cherry Tomato, Eggplant, Bell Pepper"
Ella,hill_country,Advanced,High,Backyard,Laterite,Yala,Herbs,No,Turmeric,100,Avocado,100,Black Pepper,100,0.717,75.6,76,3,296,2,10,382,Medium,0.97,"Aloe Vera, Curry Leaves, Ashwagandha"
Negombo,coastal,Intermediate,Medium,Backyard,Alluvial,Yala,Herbs,Yes,Chili,99.8,Passion Fruit,98.3,Aloe Vera,97,0.95,122.9,72,1.3,60,2,10,493,Medium,0.96,"Moringa, Lime, Lemon"
Polonnaruwa,dry_zone,Beginner,Medium,Backyard,Clay,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.798,227.6,72,1.7,65,2,10,448,Medium,1.2,"Turmeric, Eggplant, Curry Leaves"
Vavuniya,northern,Advanced,Medium,Small_Plot,Red_Earth,Maha,Fruits,No,Saffron,97,Dragon Fruit,85.7,Pomegranate,77.1,0.847,82.7,95,2.6,163,5,8,57279,Medium,1,"Ashwagandha, Moringa, Black Pepper"
Ampara,wet_zone,Beginner,Medium,Container,Alluvial,Maha,Herbs,Yes,Ginger,93.2,Tomato,88.7,Cucumber,80.4,0.866,98.9,74,2.9,255,2,9,358,High,0.96,"Green Beans, Chili, Aloe Vera"
Kurunegala,dry_zone,Intermediate,Medium,Backyard,Alluvial,Maha,Ayurvedic_Plants,Yes,Chili,90.7,Aloe Vera,88.2,Ashwagandha,88.2,0.653,97.1,72,2.7,76,2,8,459,Medium,1.09,"Pomegranate, Moringa, Eggplant"
Trincomalee,coastal,Beginner,Medium,Backyard,Alluvial,Maha,Vegetables,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.793,45.1,72,1.2,66,2,9,584,Medium,1.08,"Moringa, Eggplant, Lime"
Kalmunai,wet_zone,Beginner,High,Greenhouse,Clay,Maha,Ayurvedic_Plants,Yes,Tomato,88.7,Cucumber,80.4,Cherry Tomato,63.3,0.844,45.3,64,2,82,2,10,142,High,0.92,"Bell Pepper, Capsicum, Basil"
Bandarawela,hill_country,Beginner,Low,Backyard,Loamy,Yala,Ayurvedic_Plants,Yes,Turmeric,100,Ginger,93.2,Lemon,81.9,0.95,146.5,76,3.9,232,2,10,385,Medium,1.13,"Tomato, Baby Corn, Curry Leaves"
Jaffna,northern,Intermediate,Medium,Rooftop,Alluvial,Maha,Herbs,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.874,218,72,1.3,90,2,10,228,Medium,0.96,"Curry Leaves, Basil, Mint"
Bandarawela,hill_country,Beginner,Medium,Rooftop,Red_Earth,Yala,Cash_Crops,Yes,Capsicum,78.1,Curry Leaves,75.6,Chili,74.8,0.641,62.6,62,1.2,90,2,10,249,Medium,1.16,"Aloe Vera, Basil, Mint"
Matale,hill_country,Advanced,Medium,Rooftop,Loamy,Maha,Herbs,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.564,162.1,62,1.5,74,2,9,319,Medium,1.06,"Chili, Aloe Vera, Mint"
Ampara,wet_zone,Intermediate,Medium,Backyard,Alluvial,Yala,Leafy_Greens,No,Turmeric,94.8,Avocado,93,Passion Fruit,88.5,0.744,126.2,76,4.3,252,2,10,365,Medium,1.04,"Aloe Vera, Lime, Ashwagandha"
Kandy,hill_country,Beginner,High,Small_Plot,Loamy,Yala,Leafy_Greens,Yes,Turmeric,100,Lemon,81.9,Baby Corn,80.4,0.748,55.6,76,4,241,2,10,443,Medium,1.18,"Moringa, Lime, Cabbage"
Badulla,hill_country,Beginner,Medium,Backyard,Loamy,Yala,Leafy_Greens,No,Turmeric,94.8,Curry Leaves,83.2,Aloe Vera,80,0.95,93.6,76,3.9,243,2,10,416,Medium,1.11,"Lemon, Baby Corn, Moringa"
Puttalam,dry_zone,Beginner,Medium,Small_Plot,Clay,Maha,Vegetables,No,Moringa,94.2,Turmeric,64.6,Wood Apple,62.4,0.802,115.8,68,5,103,2,9,523,Low,1.12,"Neem, Lime, Tamarind"
Ella,hill_country,Advanced,Medium,Container,Laterite,Yala,Ayurvedic_Plants,No,Strawberry,84.7,Curry Leaves,83.2,Aloe Vera,80,0.831,170.9,80,1.2,63,4,7,1158,High,1,"Bell Pepper, Cherry Tomato, Capsicum"
Polonnaruwa,dry_zone,Intermediate,Medium,Rooftop,Clay,Yala,Leafy_Greens,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.895,49.8,70,2.9,93,1,9,615,Low,1.19,"Capsicum, Basil, Coriander"
Negombo,coastal,Beginner,Medium,Small_Plot,Laterite,Yala,Vegetables,No,Moringa,94.2,Lime,74.8,Lemon,73.7,0.787,65,68,6.3,104,2,10,570,Low,1.01,"Turmeric, Papaya, Neem"
Kalmunai,wet_zone,Intermediate,Medium,Small_Plot,Red_Earth,Maha,Herbs,Yes,Avocado,100,Passion Fruit,98.3,Turmeric,95.8,0.753,201.4,82,11.8,247,3,10,661,Medium,1.01,"Lime, Baby Corn, Jackfruit"
Galle,coastal,Beginner,Low,Backyard,Laterite,Maha,Cash_Crops,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.662,64.6,72,1.5,68,2,10,234,Medium,0.97,"Moringa, Eggplant, Lime"
Trincomalee,coastal,Beginner,Medium,Backyard,Laterite,Maha,Cash_Crops,No,Aloe Vera,97,Moringa,94.2,Curry Leaves,83.2,0.761,106.7,70,2.6,95,1,8,439,Low,1.03,"Chili, Eggplant, Lime"
Galle,coastal,Intermediate,Medium,Container,Laterite,Maha,Ayurvedic_Plants,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.7,114,72,3,86,2,10,469,Medium,1.11,"Cherry Tomato, Eggplant, Bell Pepper"
Trincomalee,coastal,Advanced,Low,Rooftop,Laterite,Yala,Herbs,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.702,53,70,2.1,68,1,9,272,Low,0.85,"Capsicum, Basil, Coriander"
Kegalle,hill_country,Beginner,Medium,Small_Plot,Red_Earth,Maha,Herbs,Yes,Turmeric,95.8,Lemon,81.9,Baby Corn,73.1,0.702,61.6,76,3.2,211,2,8,478,Medium,1.1,"Moringa, Cabbage, Lime"
Kilinochchi,northern,Intermediate,Low,Container,Clay,Yala,Leafy_Greens,No,Chili,89.8,Okra,82.3,Aloe Vera,80,0.65,75.5,72,1.8,88,2,8,357,Medium,1.07,"Eggplant, Curry Leaves, Bell Pepper"
Batticaloa,coastal,Intermediate,Medium,Backyard,Alluvial,Maha,Leafy_Greens,Yes,Passion Fruit,98.3,Chili,90.7,Tomato,88.7,0.912,81.8,78,6.6,79,3,10,838,Medium,1.16,"Aloe Vera, Moringa, Eggplant"
Jaffna,northern,Intermediate,High,Greenhouse,Alluvial,Yala,Fruits,Yes,Bell Pepper,66.5,Cherry Tomato,63.3,Brahmi,61.4,0.482,176.4,64,2.6,100,2,7,228,Medium,1.1,"Tomato, Capsicum, Cucumber"
Ratnapura,wet_zone,Intermediate,Low,Container,Clay,Yala,Vegetables,Yes,Ginger,93.2,Brahmi,81.9,Tomato,80.6,0.895,64.2,74,3.4,186,2,10,210,High,0.81,"Chili, Cucumber, Aloe Vera"
Puttalam,dry_zone,Beginner,Medium,Small_Plot,Clay,Yala,Cash_Crops,No,Moringa,94.2,Turmeric,71.1,Wood Apple,62.4,0.904,64,68,4.9,101,2,10,255,Low,0.86,"Neem, Lime, Tamarind"
Jaffna,northern,Beginner,Low,Rooftop,Clay,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,72.8,Capsicum,58.6,0.95,51.2,72,2.8,67,2,10,747,Medium,1.19,"Curry Leaves, Basil, Mint"
Mannar,northern,Beginner,High,Small_Plot,Alluvial,Yala,Herbs,Yes,Turmeric,86.9,Moringa,64.3,Lime,62.4,0.896,131.8,76,3.9,275,2,10,381,Medium,1.16,"Lemon, Baby Corn, Onion"
Anuradhapura,dry_zone,Beginner,Low,Backyard,Clay,Maha,Herbs,Yes,Chili,90.7,Aloe Vera,88.2,Moringa,85.7,0.93,87.7,72,2.1,75,2,8,562,Medium,0.98,"Eggplant, Curry Leaves, Okra"
Gampaha,coastal,Beginner,Low,Backyard,Sandy,Yala,Cash_Crops,Yes,Chili,99.8,Aloe Vera,97,Moringa,85.7,0.762,201.7,72,2.1,79,2,10,550,Medium,1.07,"Lime, Lemon, Tomato"
Ella,hill_country,Beginner,High,Greenhouse,Laterite,Maha,Herbs,No,Cherry Tomato,76,Bell Pepper,72.6,Capsicum,70.3,0.664,63.4,67,1.8,80,2,9,319,Medium,0.98,"Basil, Tomato, Cucumber"
Nuwara Eliya,hill_country,Intermediate,Low,Container,Red_Earth,Yala,Ayurvedic_Plants,Yes,Ginger,93.2,Bell Pepper,88.7,Cherry Tomato,84.4,0.95,44.4,74,2.3,249,2,8,433,High,1.14,"Brahmi, Tomato, Capsicum"
